Year,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Cases Solved,67,1107,683,3981,4692,8872,11248,25949,31816,31823,15260,23832,20578,,,,,,,,,,,,,,,,,,
