,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Value in Nominal US$,235801,268157,391915,402062,398936,423046,436603,508743,634292,726478,817210,740760,576498,611952,576371,680304,945723,1155308,1362884,1054085,1298632,1472858,1872026,2378414,2805294,2543685,2762336,2645795,2574379,2428836,2644509,2892531,3132233,3441428,3665143,4261300,6542740,5188477,5815146,6452841,6607128,6478305,7981001,7865179,9599320,10710344,12253788
