,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Total,,,,,,,,,,,,,,,,,,,55124304.3,57924774.9,57200003.1,59732320.8,62824509.3,56920015,62233655,63872551.3,53951585.2,63537370.5,63188601.9,64570914.4,71271534.3,75390802.5,79483978.7,78709408.2,82772611.5,84326670.5,92250044.4,88990837.9,83138615.2,94907895,95641356.3,92853327.3,94442639.8,91971479.3,89048384.7,99165410.7,95253650.1,90924482.6
