,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Value index of exports,14.43116,14.21363,12.48956,12.29153,13.25576,11.59133,12.07981,14.26866,17.6499,19.52261,20.40268,22.12267,24.50936,27.97426,33.44167,45.96272,53.59385,65.34439,77.24672,96.05562,100,84.43193,92.46223,95.14881,104.2078,108.3419,124.5071,132.5316,128.886,100.939,135.2373,126.8572,136.8209,148.8986,163.0852,154.4904,150.7583,180.4518,182.0132,186.2664
