REGION,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
PHILIPPINES,67,1107,683,3981,4692,8872,11248,25949,31816,31823,18176,23832,20578,18212,15925,14030,17809,14716,16475,17431,23441,24672,19409,19006,23432,21640,21825,24372,25763,27184,28634,26784
