,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Yield (tonnes/ha),,,,,,,,,,,,,,,,,,,4.541315741,4.807251341,4.935138794,5.142175012,5.305253955,4.916400673,5.197386103,5.398462843,5.064948194,5.324806831,5.351786102,5.470289856,5.849692862,6.142888767,6.32234173,6.337202268,6.467902133,6.445034859,6.91434918,6.595186743,6.260877743,6.974714582,6.910638581,6.716967525,6.82600952,6.708676839,6.561807065,7.08967256,6.825367743,6.598920803
