REGION,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Pending/Caseload,,,,,,,0,0,0.13804488,0.11972297,0.12115977,0.11856983,0.13150588,0.12649703,0.08149613,0.04151456,0.03176563,0.05266509,0.04333503,0.12071292,0.13092763,0.2148824,0.12879331,0.15619736,0.19656736,0.1578024,0.08988354
