REGION,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
PHILIPPINES,6257,7108,8467,9924,12037,14306,17525,18076,20899,25701,31834,32192,33854,34151,38419,42732,49393,54970,58890,42978,64929,67516,62775,68868,71024,39898,41131
